Brand,Released Date,OS,Display,Camera,RAM,Battery,Price
Lava,2021,Android 10,"5.0"" 480x854 pixels",5MP 720p,2GB MediaTek Helio A20,3100mAh Li-Po,"৳7,000.00"
Samsung,2021,"Android 10, One UI 2.5","6.5"" 720x1600 pixels",13MP 1080p,3GB RAM MT6739W,5000mAh Li-Po,"৳10,000.00"
Sony,2021,Android 10,"6.5"" 1644x3840 pixels",12MP 2160p,12GB RAM Snapdragon 865,4000mAh Li-Po,"৳215,000.00"
Samsung,2021,"Android 11, One UI 3.1","6.7"" 1080x2400 pixels",64MP 4320p,8GB RAM Exynos 2100,4800mAh Li-Po,"৳122,999.00"
Samsung,2021,"Android 11, One UI 3.1","6.8"" 1440x3200 pixels",108MP 4320p,12/16GB RAM Exynos 2100,5000mAh Li-Po,"৳139,999.00"
Samsung,2021,"Android 11, One UI 3.1","6.2"" 1080x2400 pixels",64MP 4320p,8GB RAM Exynos 2100,4000mAh Li-Po,"৳68,000.00"
Nokia,2021,Android 10,"5.45"" 480x960 pixels",5MP 720p,1GB RAM,2500mAh Li-Ion,"৳9,000.00"
Vivo,2021,"Android 11, OriginOS 1.0","6.56"" 1080x2340 pixels",50MP 3240p,8/12GB RAM Snapdragon 888,4200mAh Li-Po,"৳66,000.00"
Vivo,2021,Android 11,"6.51"" 720x1600 pixels",13MP 1080p,3GB RAM Snapdragon 439,5000mAh Li-Po,"৳11,990.00"
Yezz,2021,Android 11,"6.53"" 720x1560 pixels",16MP 1080p,3/4GB RAM Unisoc SC9863A,5000mAh Li-Ion,"৳15,000.00"
Walton,2021,Android 10,"5.0"" 720x1600 pixels",5MP 720p,1GB RAM,2000mAh Li-ion,"৳5,299.00"
Yezz,2021,Android 11,"5.5"" 720x1440 pixels",13MP 1080p,2GB RAM Unisoc SC9832E,2600mAh Li-Ion,"৳8,000.00"
Samsung,2021,"Android 11, One UI Core 3.1","6.4"" 720x1600 pixels",48MP 1080p,4/6GB RAM Helio G80,5000mAh Li-Po,"৳22,499.00"
Realme,2021,"Android 10, Realme UI","6.5"" 720x1600 pixels",13MP 1080p,4GB RAM Unisoc T610,5000mAh Li-Po,"৳12,990.00"
Asus,2021,"Android 11, ROG UI","6.78"" 1080x2448 pixels",64MP 4320p,16GB RAM Snapdragon 888,6000mAh Li-Po,"৳125,000.00"
Honor,2021,"Android 11, Magic UI 4.2","6.78"" 1080x2340 pixels",108MP 2160p,8GB RAM Dimensity 900 5G,4000mAh Li-Po,"৳31,000.00"
Tecno,2021,"Android 11, HIOS 7.6","6.7"" 1080x2340 pixels",50MP 2160p,8GB RAM Helio G95,4700mAh Li-Po,"৳37,000.00"
Tecno,2021,"Android 11, HIOS 7.6","6.52"" 720x1600 pixels",13MP 1080p,2GB RAM,5000mAh Li-Po,"৳10,000.00"
Motorola,2021,Android 11,"6.7"" 1080x2400 pixels",48MP 2160p,4GB RAM Snapdragon 750G 5G,5000mAh Li-Po,"৳25,000.00"
Vivo,2021,"Android 11, Funtouch 11.1","6.58"" 1080x2408 pixels",64MP 1080p,8GB RAM Helio G80,5000mAh Li-Po,"৳22,990.00"
Honor,2021,"Android 11, Magic UI 4.0","6.6"" 1080x2400 pixels",64MP 1080p,6/8GB RAM Dimensity 700 5G,4000mAh Li-Po,"৳25,000.00"
Huawei,2021,HarmonyOS 2.0,"6.76"" 1344x2772 pixels",50MP 4320p,8GB RAM Kirin 9000,4400mAh Li-Po,"৳85,000.00"
Ulefone,2021,Android 11,"6.1"" 720x1560 pixels",5MP 1080p,1GB RAM Unisoc SC7731e,3300mAh Li-Po,"৳9,000.00"
T-Mobile,2021,Android 11,"6.82"" 1080x2340 pixels",16MP 1080p,4GB RAM Dimensity 700 5G,5000mAh Li-Po,"৳18,000.00"
Samsung,2021,"Android 11, One UI Core 3.1","6.4"" 720x1600 pixels",48MP 1080p,4/6GB RAM Helio G80,6000mAh Li-Po,"৳23,999.00"
ZTE,2021,Android 11,"5.45"" 720x1440 pixels",8MP 720p,2GB RAM Unisoc SC9863A,3000mAh Li-Ion,"৳7,000.00"
Huawei,2021,HarmonyOS 2.0,"8.0"" 2200x2480 pixels",50MP 2160p,8GB RAM Kirin 9000,4500mAh Li-Po,"৳230,000.00"
Vivo,2021,"Android 11, OriginOS 1.0","6.58"" 1080x2408 pixels",48MP 1080p,8GB RAM Snapdragon 480 5G,5000mAh Li-Po,"৳25,000.00"
Vivo,2021,"Android 11, ColorOS 11.1","6.52"" 720x1600 pixels",13MP 1080p,3/4GB RAM Helio G35,5000mAh Li-Po,"৳14,990.00"
Huawei,2021,"Android 10, EMUI 11, no Google Play Services","6.67"" 1080x2376 pixels",64MP 2160p,6/8GB RAM Snapdragon 662,4300mAh Li-Po,"৳30,000.00"
Vivo,2021,"Android 11, OriginOS 1.0","6.44"" 1080x2400 pixels",108MP 2160p,8/12GB RAM Dimensity 1100 5G,4050mAh Li-Po,"৳40,000.00"
Vivo,2021,"Android 11, OriginOS 1.0","6.44"" 1080x2400 pixels",108MP 2160p,12GB RAM Dimensity 1100 5G,4050mAh Li-Po,"৳45,000.00"
Samsung,2021,"Android 11, One UI Core 3.1","6.6"" 1080x2400 pixels",48MP 1080p,4-8GB RAM Dimensity 700 5G,5000mAh Li-Po,"৳19,000.00"
Motorola,2021,Android 10,"6.5"" 720x1600 pixels",48MP 2160p,4GB RAM Snapdragon 662,5000mAh Li-Po,"৳35,000.00"
Samsung,2021,"Android 11, One UI 3.1 Core","6.4"" 1080x2340 pixels",48MP 2160p,4/6GB RAM Exynos 9611,6000mAh Li-Po,"৳15,000.00"
Xiaomi,2021,"Android 11, MIUI 12","6.5"" 1080x2400 pixels",48MP 1080p,4/6GB RAM Dimensity 700 5G,5000mAh Li-Po,"৳18,500.00"
Ulefone,2021,Android 11,"6.81"" 1080x2400 pixels",48MP 2160p,8GB RAM Helio G95,13200mAh Li-Po,"৳26,000.00"
Xiaomi,2021,"Android 11, MIUI 12.5","6.67"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Dimensity 1200 5G,5065mAh Li-Po,"৳34,500.00"
Tecno,2021,"Android 10, HIOS","6.1"" 720x1560 pixels",5MP,1GB RAM,4000mAh Li-Po,"৳8,000.00"
Oppo,2021,"Android 11, ColorOS 11.1","6.4"" 1080x2400 pixels",64MP 2160p,8GB RAM Snapdragon 720G,4310mAh Li-Po,"৳32,990.00"
Realme,2021,"Android 11, Realme UI 2.0","6.55"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 870 5G,4500mAh Li-Po,"৳50,000.00"
OnePlus,2021,"Android 11, OxygenOS 11.3","6.43"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Dimensity 1200 5G,4500mAh Li-Po,"৳44,990.00"
Gionee,2021,Android 11,"6.52"" 720x1600 pixels",13MP,2GB RAM Unisoc SC9863A,5000mAh Li-Po,"৳12,000.00"
Oppo,2021,"Android 11, ColorOS 11.1","6.5"" 1080x2400 pixels",48MP 2160p,8GB RAM Dimensity 700 5G,5000mAh Li-Po,"৳28,000.00"
Realme,2021,"Android 11, Realme UI 2.0","6.43"" 1080x2400 pixels",64MP 2160p,8GB RAM Snapdragon 778G 5G,4300mAh Li-Po,"৳34,990.00"
Symphony,2021,Android 10.0,"6.52"" 720x1600 pixels",8MP 1080p,2GB RAM,4000mAh Li-Po,"৳7,990.00"
Itel,2021,Android 10,"6.8"" 720x1080 pixels",13MP 1080p,2GB RAM,5000mAh Li-Po,"৳8,990.00"
Walton,2021,Android 10,"6.3"" 1080 x 2340 pixels",12MP 1080p,4GB RAM Snapdragon,3600mAh Li-Po,"৳12,999.00"
Samsung,2021,"Android 11, One UI 3.1","6.6"" 1080x2408 pixels",64MP 2160p,8GB RAM Snapdragon 750G 5G,4500mAh Li-Po,"৳30,000.00"
Xiaomi,2021,"Android 11, MIUI 12.5","6.6"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Dimensity 1100 5G,5000mAh Li-Po,"৳25,000.00"
ZTE,2021,"Android 11, Redmagic 4.0","6.67"" 1080x2400 pixels",64MP 4320p,8/12GB RAM Snapdragon 888 5G,4200mAh Li-Po,"৳45,000.00"
Vivo,2021,"Android 10, Funtouch 10.5","6.53"" 1080x2340 pixels",48MP 2160p,6/8GB RAM Exynos 880,4500mAh Li-Po,"৳20,000.00"
Tecno,2021,"Android 11, HIOS 7.6","6.8"" 1080x2460 pixels",64MP 2160p,8GB RAM Helio G95,5000mAh Li-Po,"৳30,000.00"
Realme,2021,"Android 11, Realme UI 2.0","6.43"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Dimensity 1200 5G,4500mAh Li-Po,"৳35,500.00"
Oppo,2021,"Android 11, ColorOS 11.3","6.55"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Dimensity 1200 5G,4500mAh Li-Po,"৳49,000.00"
Oppo,2021,"Android 11, ColorOS 11.3","6.55"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 870 5G,4500mAh Li-Po,"৳60,000.00"
Nokia,2021,Android 11,"6.52"" 720x1600 pixels",5MP 720p,1/2GB RAM Unisoc SC9863A,3000mAh Li-Ion,"৳11,000.00"
Realme,2021,"Android 11, Realme UI 2.0","6.43"" 1080x2400 pixels",64MP 2160p,8GB RAM Snapdragon 768G 5G,4500mAh Li-Po,"৳25,000.00"
Realme,2021,"Android 11, Realme UI 2.0","6.43"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Dimensity 1200 5G,4500mAh Li-Po,"৳30,000.00"
Asus,2021,"Android 11, ROG UI","6.78"" 1080x2448 pixels",64MP 4320p,18GB RAM Snapdragon 888,6000mAh Li-Po,"৳135,000.00"
Infinix,2021,"Android 11, XOS 7.6","6.95"" 1080x2460 pixels",48MP 1440p,4/6GB RAM Helio G85,5000mAh Li-Po,"৳15,990.00"
Infinix,2021,"Android 11, XOS 7.6","6.95"" 1080x2460 pixels",64MP 2160p,6/8GB RAM Helio G95,5000mAh Li-Po,"৳25,000.00"
Nokia,2021,Android 11,"6.67"" 1080x2400 pixels",48MP 1080p,4/6GB RAM Snapdragon 480 5G,4470mAh Li-Po,"৳32,000.00"
Ulefone,2021,Android 11,"6.1"" 720x1560 pixels",48MP 2160p,8GB RAM Dimensity 800 5G,5200mAh Li-Po,"৳45,000.00"
Vivo,2021,"Android 11, OriginOS 1.0 for iQOO","6.51"" 720x1600 pixels",13MP 1080p,4/6GB RAM Helio G80,5000mAh Li-Po,"৳14,000.00"
Realme,2021,"Android 11, Realme UI 2.0","6.5"" 720x1600 pixels",48MP 1080p,4GB RAM Helio G85,6000mAh Li-Po,"৳14,499.00"
Motorola,2021,Android 11,"6.5"" 720x1600 pixels",48MP 1080p,4GB RAM Unisoc T700,5000mAh Li-Po,"৳15,000.00"
Tecno,2021,"Android 11, HIOS 7.6","6.9"" 1080x2460 pixels",48MP 1440p,4/6GB RAM Helio G85,7000mAh Li-Po,"৳16,000.00"
Realme,2021,"Android 11, Realme UI 2.0","6.5"" 720x1600 pixels",48MP 1080p,4GB RAM Dimensity 700 5G,5000mAh Li-Po,"৳22,000.00"
Vivo,2021,"Android 11, OriginOS","6.58"" 1080x2340 pixels",64MP 2160p,8GB RAM Snapdragon 480 5G,5000mAh Li-Po,"৳25,000.00"
Oppo,2021,"Android 11, ColorOS 11.3","6.43"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Dimensity 900 5G,4300mAh Li-Po,"৳35,999.00"
OnePlus,2021,"Android 11, OxygenOS 11","6.43"" 1080x2400 pixels",64MP 2160p,6-12GB RAM Snapdragon 750G 5G,4500mAh Li-Po,"৳37,990.00"
Sony,2021,Android 11,"6.0"" 1080x2520 pixels",12MP 2160p,6GB RAM Snapdragon 690 5G,4500mAh Li-Po,"৳50,000.00"
Tecno,2021,"Android 11, HIOS 7.6","6.52"" 720x1600 pixels",48MP 1080p,4GB RAM Helio G35,6000mAh Li-Po,"৳11,000.00"
Vivo,2021,"Android 11, Funtouch 11.1","6.44"" 1080x2400 pixels",64MP 2160p,8GB RAM Helio G95,4000mAh Li-Po,"৳25,000.00"
Motorola,2021,Android 11,"6.8"" 1080x2400 pixels",48MP 2160p,6GB RAM Snapdragon 480 5G,5000mAh Li-Po,"৳35,000.00"
Nokia,2021,Android 11,"6.5"" 720x1600 pixels",8MP 720p,3GB RAM Unisoc SC9863A,4950mAh Li-Ion,"৳10,000.00"
Cat,2021,"Android 10, up to Android 11","5.7"" 1080x2160 pixels",48MP 2160p,4GB RAM Snapdragon 660,4000mAh Li-Ion,"৳45,000.00"
Huawei,2021,"Android 10, EMUI 11, no Google Play Services","6.72"" 1236x2676 pixels",64MP 2160p,8GB RAM Kirin 985,4000mAh Li-Po,"৳55,000.00"
Vivo,2021,"Android 11, Funtouch 11","6.58"" 1080x2408 pixels",48MP 2160p,4GB RAM Dimensity 700 5G,5000mAh Li-Po,"৳25,000.00"
Lenovo,2021,Android 11,"6.5"" 720x1600 pixels",48MP 1080p,4GB RAM Snapdragon 460,5000mAh Li-Po,"৳14,000.00"
OnePlus,2021,"Android 11, OxygenOS 11","6.49"" 720x1600 pixels",13MP 1080p,4GB RAM Snapdragon 480 5G,5000mAh Li-Po,"৳15,500.00"
Honor,2021,"Android 11, Magic UI 4.2","6.57"" 1080x2340 pixels",108MP 2160p,8GB RAM Snapdragon 778G 5G,4300mAh Li-Po,"৳36,000.00"
Honor,2021,"Android 11, Magic UI 4.2","6.72"" 1080x2340 pixels",108MP 2160p,8GB RAM Snapdragon 778G 5G,4000mAh Li-Po,"৳50,000.00"
Samsung,2021,"Android 11, One UI 3.1","6.4"" 1080x2340 pixels",64MP 1080p,4/6GB RAM Helio G80,6000mAh Li-Po,"৳23,999.00"
Vivo,2021,"Android 11, Funtouch 11.1","6.44"" 1080x2404 pixels",64MP 2160p,8GB RAM Dimensity 700 5G,4000mAh Li-Po,"৳30,000.00"
Vivo,2021,"Android 11, OriginOS 1.0","6.56"" 1080x2376 pixels",50MP 4320p,8/12GB RAM Snapdragon 888 5G,4200mAh Li-Po,"৳68,000.00"
Nokia,2021,Android 11,"5.45"" 720x1440 pixels",5MP 720p,1GB RAM Unisoc SC9863A,3000mAh Li-Ion,"৳8,000.00"
Realme,2021,"Android 11, Realme UI","6.52"" 720x1600 pixels",13MP 1080p,2GB RAM,5000mAh Li-Po,"৳9,990.00"
Huawei,2021,HarmonyOS 2.0,"6.5"" 1080x2376 pixels",64MP 2160p,8GB RAM Kirin 990E,4200mAh Li-Po,"৳60,000.00"
Nokia,2021,Android 11,"6.52"" 720x1600 pixels",5MP 720p,1/2GB RAM Unisoc SC7331E,3000mAh Li-Ion,"৳9,000.00"
Symphony,2021,Android 10.0,"6.52"" 720x1600 pixels",13MP 1080p,4GB RAM,5000mAh Li-Po,"৳10,490.00"
Xiaomi,2021,"Android 11, MIUI 12","6.67"" 1080x2400 pixels",108MP 2160p,6/8GB RAM Snapdragon 732G,5020mAh Li-Po,"৳29,999.00"
Asus,2021,"Android 11, ROG UI","6.78"" 1080x2340 pixels",64MP 4320p,8-16GB RAM Snapdragon 888,6000mAh Li-Po,"৳62,000.00"
LG,2021,Android 10,"6.55"" 900x1600 pixels",48MP 1080p,4GB RAM Helio G35,5000mAh Li-Po,"৳17,000.00"
LG,2021,Android 10,"6.55"" 720x1600 pixels",48MP 1080p,4GB RAM Helio G35,5000mAh Li-Po,"৳18,000.00"
LG,2021,Android 10,"6.55"" 720x1600 pixels",48MP 1080p,6GB RAM Helio G35,5000mAh Li-Po,"৳20,000.00"
Samsung,2021,"Android 11, One UI 3.1","6.7"" 1080x2400 pixels",64MP 2160p,8GB RAM Exynos 9825,7000mAh Li-Po,"৳34,999.00"
Realme,2021,"Android 10, Realme UI","6.5"" 1080x2400 pixels",48MP 2160p,6/8GB RAM Dimensity 800U 5G,5000mAh Li-Po,"৳22,000.00"
Xiaomi,2021,"Android 11, MIUI 12.2","6.67"" 1080x2400 pixels",48MP 2160p,6-12GB RAM Snapdragon 870 5G,4520mAh Li-Po,"৳36,500.00"
Xiaomi,2021,"Android 11, MIUI 12.2","6.67"" 1080x2400 pixels",64MP 3240p,6/8GB RAM Snapdragon 888,4520mAh Li-Po,"৳46,000.00"
Xiaomi,2021,"Android 11, MIUI 12","6.67"" 1080x2340 pixels",108MP 3240p,12GB RAM Snapdragon 888,4520mAh Li-Po,"৳50,000.00"
Realme,2021,"Android 10, realme UI 1.0","6.52"" 720x1600 pixels",13MP 1080p,3/4GB RAM Helio G35,5000mAh Li-Po,"৳10,990.00"
Realme,2021,"Android 10, Realme UI","6.5"" 720x1600 pixels",13MP 1080p,3/4GB RAM Helio G85,6000mAh Li-Po,"৳12,990.00"
Oppo,2021,"Android 11, ColorOS 11.1","6.43"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Snapdragon 750G 5G,4300mAh Li-Po,"৳40,000.00"
Ulefone,2021,Android 11,"6.55"" 720x1600 pixels",48MP 1080p,8GB RAM Helio P60,4500mAh Li-Po,"৳15,000.00"
Meizu,2021,"Android 11, Flyme 9","6.2"" 1440x3200 pixels",64MP 2160p,8/12GB RAM Snapdragon 888,4000mAh Li-Po,"৳58,000.00"
Meizu,2021,"Android 11, Flyme 9","6.7"" 1440x2960 pixels",50MP 3240p,8/12GB RAM Snapdragon 888,4500mAh Li-Po,"৳70,000.00"
Gionee,2021,Android 10,"6.52"" 720x1560 pixels",13MP 1080p,3GB RAM Unisoc SC9863A,6000mAh Li-Po,"৳9,000.00"
Oppo,2021,"Android 11, ColorOS 11.1","6.43"" 1080x2400 pixels",48MP 2160p,8GB RAM Helio P95,4310mAh Li-Po,"৳26,990.00"
Realme,2021,"Android 11, Realme UI 2","6.43"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Snapdragon 888,4500mAh Li-Po,"৳32,500.00"
Oppo,2021,"Android 11, ColorOS 11.1","6.43"" 1080x2400 pixels",48MP 2160p,8GB RAM Helio P95,4310mAh Li-Po,"৳36,000.00"
ZTE,2021,"Android 11, Redmagic 4.0","6.8"" 1080x2400 pixels",64MP 4320p,8/12GB RAM Snapdragon 888,5050mAh Li-Po,"৳50,000.00"
ZTE,2021,"Android 11, Redmagic 4.0","6.8"" 1080x2400 pixels",64MP 4320p,12-18GB RAM Snapdragon 888,4500mAh Li-Po,"৳75,000.00"
Samsung,2021,"Android 11, One UI 2.0","5.3"" 900x1600 pixels",16MP 1080p,4GB RAM Exynos 850,3000mAh Li-Ion,"৳35,000.00"
Vivo,2021,"Android 11, OriginOS 1.0","6.44"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Dimensity 1100 5G,4000mAh Li-Po,"৳40,000.00"
Xiaomi,2021,"Android 11, MIUI 12","6.67"" 1080x2340 pixels",108MP 4320p,8/12GB RAM Snapdragon 870 5G,4780mAh Li-Po,"৳45,000.00"
Walton,2021,Android 10,"6.82"" 1080 x 2340 pixels",16MP 1080p,3GB RAM,4000mAh Li-Po,"৳8,699.00"
Motorola,2021,Android 10,"6.51"" 720x1600 pixels",13MP 1080p,2GB RAM Unisoc SC9863A,5000mAh Li-Ion,"৳10,000.00"
Symphony,2021,Android 10.0,"6.52"" 720x1600 pixels",13MP 1080p,3GB RAM,5000mAh Li-ion,"৳8,590.00"
Motorola,2021,Android 11,"6.5"" 720x1600 pixels",48MP 1080p,4GB RAM Snapdragon 460,6000mAh Li-Po,"৳15,599.00"
Xiaomi,2021,"Android 11, MIUI 12","6.43"" 1080x2400 pixels",48MP 2160p,4/6GB RAM Snapdragon 678,5000mAh Li-Po,"৳19,999.00"
Motorola,2021,Android 11,"6.5"" 720x1600 pixels",64MP 2160p,4/6GB RAM Snapdragon 662,5000mAh Li-Po,"৳19,999.00"
Xiaomi,2021,"Android 11, MIUI 12","6.67"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Snapdragon 732G,5020mAh Li-Po,"৳20,000.00"
Xiaomi,2021,"Android 11, MIUI 12","6.67"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Snapdragon 732G,5020mAh Li-Po,"৳25,999.00"
Oppo,2021,"Android 11, ColorOS 11","6.43"" 1080x2400 pixels",48MP 2160p,8GB RAM Helio P95,4310mAh Li-Po,"৳26,000.00"
Oppo,2021,"Android 11, ColorOS 11.1","6.43"" 1080x2400 pixels",48MP 2160p,8GB RAM Dimensity 800U 5G,4310mAh Li-Po,"৳35,000.00"
Samsung,2021,"Android 11, One UI 3.1","6.5"" 720x1600 pixels",48MP 1080p,4/6GB RAM Exynos 850,6000mAh Li-Po,"৳23,499.00"
Xiaomi,2021,"Android 11, MIUI 12","6.67"" 1080x2400 pixels",108MP 2160p,6/8GB RAM Snapdragon 732G,5020mAh Li-Po,"৳28,999.00"
Huawei,2021,"Android 10, EMUI 11, no Google Play Services","6.5"" 1080x2376 pixels",64MP 2160p,8GB RAM Kirin 990E 5G,4200mAh Li-Po,"৳60,000.00"
Oppo,2021,"Android 11, ColorOS 11.2","6.7"" 1440x3216 pixels",50MP 2160p,8/12GB RAM Snapdragon 888,4500mAh Li-Po,"৳100,000.00"
Samsung,2021,"Android 11, One UI 3.1","6.5"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Snapdragon 750G 5G,4500mAh Li-Po,"৳38,000.00"
Oppo,2021,"Android 11, ColorOS 11.1","6.43"" 1080x2400 pixels",64MP 2160p,8GB RAM Snapdragon 765G,4300mAh Li-Po,"৳45,000.00"
Oppo,2021,"Android 11, ColorOS 11.2","6.7"" 1440x3216 pixels",50MP 2160p,8GB RAM Snapdragon 870 5G,4500mAh Li-Po,"৳65,000.00"
Oppo,2021,"Android 11, ColorOS 11.1","6.55"" 1080x2400 pixels",50MP 2160p,12GB RAM Snapdragon 865,4500mAh Li-Po,"৳80,000.00"
Vivo,2021,"Android 11, Funtouch 10.5","6.58"" 1080x2400 pixels",13MP 2160p,4-8GB RAM Snapdragon 480 5G,5000mAh Li-Po,"৳18,000.00"
Vivo,2021,"Android 11, OriginOS for iQOO","6.62"" 1080x2400 pixels",48MP 2160p,8/12GB RAM Snapdragon 870 5G,4400mAh Li-Po,"৳35,000.00"
Oppo,2021,"Android 11, ColorOS 11","6.43"" 1080x2400 pixels",48MP 2160p,8GB RAM Helio P95,4310mAh Li-Po,"৳32,000.00"
Xiaomi,2021,"Android 11, MIUI 12 for POCO","6.67"" 1080x2400 pixels",48MP 2160p,6/8GB RAM Snapdragon 860,5160mAh Li-Po,"৳29,999.00"
Vivo,2021,"Android 11, OriginOS 1.0","6.57"" 1080x2408 pixels",48MP 2160p,8/12GB RAM Snapdragon 870 5G,4500mAh Li-Po,"৳30,000.00"
Alcatel,2021,Android 11,"6.52"" 720x1600 pixels",13MP 1080p,3GB RAM Helio P22,4000mAh Li-Po,"৳12,000.00"
Realme,2021,"Android 11, Realme UI 2.0","6.4"" 1080x2400 pixels",64MP 2160p,4-8GB RAM Helio G95,5000mAh Li-Po,"৳25,990.00"
Realme,2021,"Android 11, Realme UI 2.0","6.4"" 1080x2400 Pixels",108MP 2160p,6/8GB RAM Snapdragon 720G,4500mAh Li-Po,"৳27,990.00"
Micromax,2021,Android 10,"6.67"" 1080x2400 pixels",48MP 1080p,4/6GB RAM Helio G80,5000mAh Li-Po,"৳15,000.00"
Samsung,2021,"Android 11, One UI 3.1","6.5"" 1080x2400 pixels",64MP 2160p,4-8GB RAM Snapdragon 720G,4500mAh Li-Po,"৳35,999.00"
Samsung,2021,"Android 11, One UI 3.1","6.7"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Snapdragon 720G,5000mAh Li-Ion,"৳43,999.00"
OnePlus,2021,"Android 11, up to Android 12, OxygenOS 12","6.55"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 888 5G,4500mAh Li-Po,"৳44,000.00"
Realme,2021,"Android 11, Realme UI 2.0","6.5"" 720x1600 pixels",48MP 1080p,4GB RAM Helio G70,6000mAh Li-Po,"৳13,990.00"
Xiaomi,2021,"Android 11, MIUI 12 for POCO","6.67"" 1080x2400 pixels",48MP 2160p,6/8GB RAM Snapdragon 870 5G,4520mAh Li-Po,"৳30,000.00"
Vivo,2021,"Android 11, OriginOS 1.0","6.44"" 1080x2400 pixels",64MP 2160p,8GB RAM Dimensity 820 5G,-,"৳32,000.00"
Honor,2021,"Android 10, Magic UI 4.0","6.57"" 1080x2400 pixels",64MP 2160p,8GB RAM Dimensity 800U 5G,3800mAh Li-Po,"৳40,000.00"
Coolpad,2021,Android 11,"6.52"" 720x1600 pixels",13MP 1080p,2GB RAM Unisoc SC9863A,4000mAh Li-Po,"৳10,000.00"
Gionee,2021,Android 11,"6.82"" 720x1640 pixels",13MP 1080p,3GB RAM Helio G35,6000mAh Li-Po,"৳14,000.00"
Vivo,2021,"Android 11, OriginOS 1.0","6.51"" 720x1600 pixels",13MP 1080p,8GB RAM Helio P65,5000mAh Li-Po,"৳20,000.00"
Xiaomi,2021,"Android 11, Joy UI 12.5","6.67"" 1080x2400 pixels",48MP 2160p,6-12GB RAM Snapdragon 870 5G,4500mAh Li-Po,"৳35,000.00"
OnePlus,2021,"Android 11, OxygenOS 11","6.7"" 1080x2400 pixels",50MP 3240p,8/12GB RAM Snapdragon 888,4500mAh Li-Po,"৳53,500.00"
Xiaomi,2021,"Android 11, Joy UI 12.5","6.67"" 1080x2400 pixels",64MP 2160p,8-16GB RAM Snapdragon 888,4500mAh Li-Po,"৳55,000.00"
Carbon Mobile,2021,Android 10,"6.01"" 1080x2160 pixels",16MP 2160p,8GB RAM Helio P95,3000mAh Li-Ion,"৳85,000.00"
Vivo,2021,"Android 11, Funtouch 11.1","6.58"" 1080x2408 pixels",64MP 2160p,8GB RAM Dimensity 700 5G,5000mAh Li-Po,"৳30,000.00"
Walton,2021,Android 10,"6.5"" 720x1600 pixels",13MP 1080p,4GB RAM Helio G35 SoC,5000mAh Li-Po,"৳11,999.00"
Tecno,2021,"Android 11, HIOS 7.5","6.6"" 720x1600 pixels",48MP 1080p,4/6GB RAM Helio G80,5000mAh Li-Po,"৳13,490.00"
Tecno,2021,"Android 11, HIOS 7.6","6.6"" 720x1640 pixels",48MP 1440p,4/6GB RAM Helio G85,5000mAh Li-Po,"৳16,990.00"
Walton,2021,Android 11,"6.67"" 720x1640 pixels",64MP 1080p,8GB RAM Helio G95 SoC,4000mAh Li-Po,"৳27,990.00"
Vivo,2021,"Android 11, Funtouch 11.1","6.44"" 1080x2400 pixels",64MP 2160p,8GB RAM Dimensity 800U 5G,4000mAh Li-Po,"৳32,990.00"
Itel,2021,Android 10,"5.0"" 720 x 1520 pixels",2MP 720P,1GB RAM,2400mAh Li-Ion,"৳4,990.00"
Itel,2021,Android 10,"5.7"" 720 x 1520 pixels",5MP 720P,2GB RAM,3020mAh Li-Ion,"৳7,190.00"
Realme,2021,"Android 10, Realme UI","6.5"" 720x1560 pixels",8MP 1080p,2GB RAM Helio G35,5000mAh Li-Po,"৳8,990.00"
Honor,2021,"Android 10, Magic UI 4.0","6.52"" 720x1600 pixels",13MP 1080p,4-8GB RAM Unisoc T610,5000mAh Li-Po,"৳13,000.00"
Tecno,2021,"Android 11, HIOS 7.6","6.8"" 1080x2460 pixels",64MP 2160p,6GB RAM Helio G85,5000mAh Li-Po,"৳18,990.00"
Motorola,2021,Android 11,"6.8"" 1080x2460 pixels",64MP 2160p,4/6GB RAM Snapdragon 732G,6000mAh Li-Po,"৳20,999.00"
Samsung,2021,"Android 11, One UI 3.1","6.6"" 720x1600 pixels",48MP 2160p,6/8GB RAM Snapdragon 750G 5G,5000mAh Li-Po,"৳28,000.00"
Vivo,2021,"Android 11, Funtouch 11.1","6.62"" 1080x2400 pixels",48MP 2160p,8/12GB RAM Snapdragon 870 5G,4400mAh Li-Po,"৳35,000.00"
