Brand,Released Year,OS,Display (inches),Display (pixels),Camera,Camera Resolution,RAM,Battery Capacity,Price
Tecno,2024,Android 13,"6.56""",720x1612,12MP,1080,4GB,5000mAh,"৳10,000.00"
Realme,2022,Android 12,"6.56""",720x1612,13MP,1080,4GB,5000mAh,"৳30,000.00"
Oppo,2022,Android 12,"6.56""",720x1612,13MP,1080,4GB,5000mAh,"৳20,000.00"
Infinix,2023,Android 12,"6.56""",720x1612,13MP,1080,4GB,5000mAh,"৳11,599.00"
Infinix,2023,Android 12,"6.6""",720x1612,13MP,1080,4GB,5000mAh,"৳9,499.00"
Vivo,2024,Android 13,"6.56""",720x1612,13MP,1080,4GB,5000mAh,"৳20,000.00"
ZTE,2023,Android 13,"6.6""",720x1612,13MP,1080,4GB,5000mAh,"৳9,999.00"
Vivo,2024,Android 14,"6.56""",720x1612,13MP,1080,4GB,5000mAh,"৳12,000.00"
OnePlus,2022,Android 13,"6.56""",720x1612,48MP,1080,4GB,5000mAh,"৳25,000.00"
OnePlus,2022,Android 12,"6.56""",720x1612,50MP,1080,4GB,5000mAh,"৳18,990.00"
OnePlus,2022,Android 12,"6.56""",720x1612,50MP,1080,4GB,5000mAh,"৳18,990.00"
Oppo,2022,Android 12,"6.56""",720x1612,50MP,1080,4GB,5000mAh,"৳19,990.00"
Oppo,2022,Android 12,"6.56""",720x1612,50MP,1080,4GB,5000mAh,"৳16,990.00"
TCL,2022,Android 12,"6.6""",720x1612,50MP,1080,4GB,5000mAh,"৳20,000.00"
Nokia,2023,Android 13,"6.56""",720x1612,50MP,1080,4GB,5000mAh,"৳22,000.00"
ZTE,2023,Android 13,"6.6""",720x1612,50MP,1080,4GB,5000mAh,"৳11,999.00"
Infinix,2024,Android 13,"6.6""",720x1612,50MP,1080,4GB,5000mAh,"৳12,000.00"
Vivo,2024,Android 14,"6.56""",720x1612,50MP,1080,4GB,5000mAh,"৳15,000.00"
Vivo,2024,Android 14,"6.56""",720x1612,50MP,1080,4GB,5000mAh,"৳15,000.00"
Motorola,2024,Android 14,"6.6""",720x1612,50MP,1080,4GB,5000mAh,"৳22,000.00"
ZTE,2024,Android 14,"6.6""",720x1612,50MP,1080,4GB,5000mAh,"৳20,000.00"
Infinix,2023,Android 12,"6.6""",720x1612,8MP,1080,4GB,5000mAh,"৳15,000.00"
Oppo,2023,Android 13,"6.56""",720x1612,8MP,1080,4GB,5000mAh,"৳13,990.00"
Oppo,2023,Android 13,"6.56""",720x1612,13MP,1080,6GB,5000mAh,"৳20,000.00"
Oppo,2022,Android 12,"6.56""",720x1612,13MP,1080,6GB,5000mAh,"৳20,000.00"
Oppo,2022,Android 12,"6.56""",720x1612,13MP,1080,6GB,5000mAh,"৳20,000.00"
Oppo,2022,Android 12,"6.56""",720x1612,50MP,1080,6GB,5000mAh,"৳25,000.00"
Oppo,2022,Android 11,"6.56""",720x1612,13MP,1080,6GB,5000mAh,"৳22,990.00"
Oppo,2022,Android 12,"6.56""",720x1612,48MP,1080,6GB,5000mAh,"৳28,000.00"
Vivo,2023,Android 13,"6.56""",720x1612,50MP,1080,6GB,5000mAh,"৳14,499.00"
TCL,2023,Android 13,"6.6""",720x1612,50MP,1080,6GB,5000mAh,"৳30,000.00"
Walton,2023,Android 13,"6.6""",720x1612,8MP,1080,6GB,5000mAh,"৳8,999.00"
Infinix,2022,Android 12,"6.82""",720x1612,13MP,1440,6GB,5000mAh,"৳14,499.00"
Oppo,2022,Android 11,"6.56""",720x1612,13MP,1080,8GB,5000mAh,"৳25,000.00"
Oppo,2023,Android 12,"6.56""",720x1612,13MP,1080,8GB,5000mAh,"৳18,000.00"
Tecno,2023,Android,"6.6""",720x1612,16MP,1080,8GB,5000mAh,"৳11,990.00"
Oppo,2022,Android 12,"6.56""",720x1612,48MP,1080,8GB,5000mAh,"৳28,000.00"
Vivo,2022,Android 12,"6.55""",720x1612,50MP,1080,8GB,5000mAh,"৳21,999.00"
Oppo,2022,Android 12,"6.56""",720x1612,50MP,1080,8GB,5000mAh,"৳24,990.00"
Oppo,2023,Android 12,"6.56""",720x1612,50MP,1080,8GB,5000mAh,"৳20,500.00"
Infinix,2022,Android 12,"6.6""",720x1612,50MP,1080,8GB,5000mAh,"৳20,000.00"
Walton,2024,Android 13,"6.6""",720x1612,50MP,1080,8GB,5000mAh,"৳14,999.00"
Walton,2023,Android 12,"6.6""",720x1612,52MP,1080,8GB,5000mAh,"৳10,999.00"
Tecno,2023,Android 13,"6.6""",720x1612,50MP,1440,8GB,5000mAh,"৳16,999.00"
ZTE,2024,Android 14,"6.6""",720x1612,108MP,2160,8GB,5000mAh,"৳25,000.00"
Tecno,2020,Android 10,"7.0""",720x1640,13MP,1080,2GB,5000mAh,"৳9,990.00"
Infinix,2020,Android 10.0,"6.95""",720x1640,48MP,1080,4GB,5000mAh,"৳15,990.00"
Tecno,2020,Android 10,"6.8""",720x1640,64MP,1080,4GB,5000mAh,"৳18,990.00"
Tecno,2021,Android 11,"6.6""",720x1640,48MP,1440,4GB,5000mAh,"৳16,990.00"
Benco,2023,Android 13,"6.56""",720x1640,13MP,720,4GB,5000mAh,"৳9,999.00"
Tecno,2021,Android 11,"6.8""",720x1640,16MP,1080,4GB,5000mAh,"৳13,000.00"
Tecno,2021,Android 11,"6.6""",720x1640,48MP,1080,4GB,5000mAh,"৳16,000.00"
Infinix,2021,Android 11,"6.82""",720x1640,48MP,1080,4GB,5000mAh,"৳15,000.00"
Infinix,2021,Android 11,"6.82""",720x1640,48MP,1080,4GB,5000mAh,"৳11,000.00"
Infinix,2022,Android 12,"6.82""",720x1640,50MP,1080,4GB,5000mAh,"৳18,000.00"
Tecno,2020,Android 10,"6.8""",720x1640,16MP,1440,4GB,5000mAh,"৳12,490.00"
Tecno,2020,Android 10,"6.8""",720x1640,64MP,1440,4GB,5000mAh,"৳14,990.00"
Benco,2023,Android 13,"6.82""",720x1640,48MP,1080,6GB,5000mAh,"৳13,390.00"
T-Mobile,2022,Android 12,"6.82""",720x1640,50MP,1080,6GB,5000mAh,"৳28,000.00"
TCL,2022,Android 12,"6.82""",720x1640,50MP,1080,6GB,5000mAh,"৳20,000.00"
T-Mobile,2023,Android 13,"6.82""",720x1640,50MP,1080,6GB,5000mAh,"৳25,000.00"
Infinix,2022,Android 12,"6.82""",720x1640,50MP,1440,6GB,5000mAh,"৳14,999.00"
Tecno, ,Android 10,"6.95""",720x1640,64MP,2160,8GB,5000mAh,"৳25,000.00"
Xiaomi,2023,Android 12,"6.71""",720x1650,50MP,1080,3GB,5000mAh,"৳13,999.00"
Xiaomi,2024,Android 14,"6.71""",720x1650,8MP,1080,3GB,5000mAh,"৳12,499.00"
Xiaomi,2023,Android 13,"6.74""",720x1650,50MP,1080,4GB,5000mAh,"৳20,000.00"
Xiaomi,2023,Android 13,"6.74""",720x1650,50MP,1080,4GB,5000mAh,"৳14,499.00"
Xiaomi,2023,Android 12,"6.71""",720x1650,50MP,1080,4GB,5000mAh,"৳12,500.00"
LG,2021,Android 10,"6.55""",900x1600,48MP,1080,4GB,5000mAh,"৳17,000.00"
Google,2021,Android 12,"6.71""",1440x3120,50MP,2160,12GB,5003mAh,"৳53,000.00"
Google,2022,Android 13,"6.7""",1440x3120,50MP,2160,12GB,5003mAh,"৳65,000.00"
TCL,2022,Android 12,"6.67""",1080x2400,50MP,1080,4GB,5010mAh,"৳20,000.00"
TCL,2022,Android 12,"6.7""",1080x2400,50MP,1080,4GB,5010mAh,"৳26,000.00"
TCL,2022,Android 12,"6.7""",1080x2400,50MP,1080,4GB,5010mAh,"৳22,000.00"
TCL,2023,Android 13,"6.78""",1080x2460,50MP,1080,8GB,5010mAh,"৳25,000.00"
TCL,2023,Android 13,"6.75""",720x1600,50MP,1080,4GB,5010mAh,"৳18,000.00"
Sharp,2023,Android 13,"6.74""",720x1600,50MP,2160,4GB,5010mAh,"৳25,000.00"
Walton,2024,Android 13,"6.8""",720x1612,52MP,1080,8GB,5010mAh,"৳11,999.00"
Walton,2024,Android 13,"6.82""",720x1640,50MP,1080,12GB,5010mAh,"৳17,999.00"
Xiaomi,2020,Android 10.0,"6.53""",1080x2340,48MP,1080,3GB,5020mAh,"৳18,999.00"
Xiaomi,2020,Android 10,"6.53""",1080x2340,48MP,1080,4GB,5020mAh,"৳14,500.00"
Xiaomi,2020,Android 10,"6.53""",1080x2400,13MP,1080,3GB,5020mAh,"৳13,999.00"
Xiaomi,2020,Android 10,"6.67""",1080x2400,48MP,2160,4GB,5020mAh,"৳20,000.00"
Xiaomi,2021,Android 10,"6.67""",1080x2400,48MP,2160,4GB,5020mAh,"৳17,000.00"
Xiaomi,2020,Android 10.0,"6.67""",1080x2400,48MP,2160,4GB,5020mAh,"৳22,999.00"
Xiaomi,2020,Android 10,"6.53""",1080x2400,13MP,1080,4GB,5020mAh,"৳13,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,108MP,2160,6GB,5020mAh,"৳29,999.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,108MP,2160,6GB,5020mAh,"৳28,999.00"
Xiaomi,2020,Android 10.0,"6.67""",1080x2400,64MP,2160,6GB,5020mAh,"৳20,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,64MP,2160,6GB,5020mAh,"৳20,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,64MP,2160,6GB,5020mAh,"৳25,999.00"
Xiaomi,2020,Android 10,"6.67""",1080x2400,64MP,2160,6GB,5020mAh,"৳26,999.00"
Xiaomi,2021,Android 10,"8.01""",1860x2480,108MP,4320,16GB,5020mAh,"৳140,000.00"
Symphony,2022,Android 12,"6.6""",720x1600,52MP,1080,4GB,5030mAh,"৳11,499.00"
Sharp,2023,Android 12,"6.4""",1080x2340,50MP,2160,6GB,5050mAh,"৳50,000.00"
ZTE,2021,Android 11,"6.8""",1080x2400,64MP,4320,12GB,5050mAh,"৳70,000.00"
ZTE,2021,Android 11,"6.8""",1080x2400,64MP,4320,16GB,5050mAh,"৳55,000.00"
Blackview,2023,Android 12,"6.67""",1080x2400,108MP,1440,12GB,5050mAh,"৳30,000.00"
Ulefone,2024,Android 13,"6.78""",1080x2400,108MP,1440,12GB,5050mAh,"৳40,000.00"
ZTE,2021,Android 11,"6.8""",1080x2400,64MP,4320,8GB,5050mAh,"৳50,000.00"
Huawei,2024,HarmonyOS 4.2,"6.8""",1260x2844,50MP,2160,12GB,5050mAh,"৳100,000.00"
Huawei,2024,HarmonyOS 4.2,"6.8""",1260x2844,50MP,2160,16GB,5050mAh,"৳120,000.00"
Meizu,2024,Android,"6.79""",1368x3192,50MP,4320,16GB,5050mAh,"৳95,000.00"
Google,2023,Android 14,"6.7""",1440x3120,50MP,2160,12GB,5050mAh,"৳105,000.00"
Nokia,2022,Android 11,"6.5""",720x1600,13MP,1080,2GB,5050mAh,"৳25,000.00"
Nokia,2022,Android 12,"6.75""",720x1600,13MP,1080,3GB,5050mAh,"৳25,000.00"
Nokia,2022,Android 11,"6.5""",720x1600,50MP,1080,3GB,5050mAh,"৳18,999.00"
Nokia,2022,Android 11,"6.5""",720x1600,13MP,1080,3GB,5050mAh,"৳12,000.00"
Nokia,2021,Android 11,"6.52""",720x1600,13MP,1080,4GB,5050mAh,"৳13,499.00"
Nokia,2021,Android 11,"6.52""",720x1600,48MP,1080,4GB,5050mAh,"৳14,990.00"
Symphony,2023,Android 12,"6.6""",720x1600,52MP,1080,4GB,5050mAh,"৳10,599.00"
Walton,2023,Android 13,"6.6""",720x1612,52MP,1080,9GB,5050mAh,"৳12,999.00"
Walton,2023,Android 13,"6.6""",720x1612,52MP,1080,9GB,5050mAh,"৳11,499.00"
Xiaomi,2021,Android 11,"6.67""",1080x2340,64MP,2160,6GB,5065mAh,"৳38,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,64MP,2160,6GB,5065mAh,"৳34,500.00"
Symphony,2022,Android 12,"6.6""",720x1600,8MP,1080,3GB,5070mAh,"৳9,999.00"
Xiaomi,2022,Android 12,"6.6""",1080x2400,64MP,2160,6GB,5080mAh,"৳30,000.00"
Xiaomi,2022,Android 12,"6.6""",1080x2460,64MP,2160,6GB,5080mAh,"৳31,000.00"
Xiaomi,2023,Android 13,"6.6""",1080x2460,64MP,2160,8GB,5080mAh,"৳40,000.00"
Ulefone,2021,Android 11,"5.7""",720x1440,13MP,1080,3GB,5080mAh,"৳15,000.00"
Ulefone,2020,Android 10,"5.7""",720x1440,13MP,1080,4GB,5080mAh,"৳15,000.00"
Ulefone,2020,Android 10,"6.1""",720x1560,64MP,1080,8GB,5080mAh,"৳18,000.00"
Blackview,2023,Android 12,"6.5""",720x1600,12MP,1080,4GB,5080mAh,"৳15,000.00"
BLU,2020,Android 10,"6.5""",1080x2340,48MP,1080,4GB,5100mAh,"৳21,000.00"
ZTE,2020,Android 10.0,"6.65""",1080x2340,48MP,2160,6GB,5100mAh,"৳29,000.00"
ZTE,2020,Android 10,"6.65""",1080x2340,48MP,2160,8GB,5100mAh,"৳58,000.00"
Cubot,2024,Android 13,"6.67""",1080x2400,100MP,1080,12GB,5100mAh,"৳40,000.00"
Gionee,2021,Android 11,"6.67""",1080x2400,48MP,1080,6GB,5100mAh,"৳20,000.00"
ZTE,2022,Android 11,"6.67""",1080x2400,64MP,1080,6GB,5100mAh,"৳35,000.00"
Honor,2023,Android 12,"6.67""",1080x2400,64MP,1080,6GB,5100mAh,"৳45,000.00"
ZTE,2022,Android 11,"6.67""",1080x2400,64MP,2160,6GB,5100mAh,"৳40,000.00"
ZTE,2021,Android 11,"6.67""",1080x2400,64MP,1080,8GB,5100mAh,"৳33,000.00"
Honor,2023,Android 12,"6.67""",1080x2400,64MP,1080,8GB,5100mAh,"৳36,999.00"
Motorola,2023,Android 13,"6.67""",1080x2400,50MP,4320,8GB,5100mAh,"৳85,000.00"
Honor,2022,Android 12,"6.67""",1080x2400 ,50MP,1080,6GB,5100mAh,"৳22,000.00"
Cubot,2024,Android 14,"6.58""",1080x2408,100MP,1080,12GB,5100mAh,"৳30,000.00"
Lenovo,2022,Android 12,"6.67""",1080x2460,50MP,4320,8GB,5100mAh,"৳55,000.00"
Huawei,2023,HarmonyOS 3.1,"6.67""",1220x2700,48MP,2160,12GB,5100mAh,"৳145,000.00"
Xiaomi,2023,Android 13,"6.67""",1220x2712,200MP,2160,8GB,5100mAh,"৳31,000.00"
Xiaomi,2024,Android 13,"6.67""",1220x2712,64MP,2160,8GB,5100mAh,"৳30,000.00"
Honor,2023,Android 13,"6.73""",1224x2688,54MP,2160,12GB,5100mAh,"৳105,000.00"
ZTE,2023,Android 13,"6.78""",1260x2800,50MP,2160,16GB,5100mAh,"৳95,000.00"
Vivo,2023,Android 14,"6.78""",1440x3200,64MP,4320,16GB,5100mAh,"৳105,000.00"
Gionee,2020,Android 10,"6.55""",720x1600,48MP,1080,4GB,5100mAh,"৳17,000.00"
Cubot,2024,Android 13,"6.56""",720x1612,13MP,1080,4GB,5100mAh,"৳15,000.00"
UmiDigi,2019,Android 9.0,"6.53""",1080x2340,48MP,2160,6GB,5150mAh,"৳15,000.00"
Motorola,2022,Android 12,"6.52""",720x1600,13MP,1080,2GB,5150mAh,"৳15,000.00"
Oukitel,2023,Android 12,"6.52""",720x1600,20MP,1080,8GB,5150mAh,"৳20,000.00"
Oukitel,2023,Android 13,"6.8""",720x1600,50MP,1080,8GB,5150mAh,"৳22,000.00"
Oukitel,2023,Android 13,"6.56""",720x1612,50MP,1080,12GB,5150mAh,"৳25,000.00"
Oukitel,2023,Android 13,"6.56""",720x1612,13MP,1080,4GB,5150mAh,"৳10,000.00"
Tecno,2023,Android 12,"6.8""",1080x2400,50MP,2160,12GB,5160mAh,"৳75,000.00"
Tecno,2023,Android 12,"6.8""",1080x2400,64MP,2160,4GB,5160mAh,"৳63,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,108MP,2160,6GB,5160mAh,"৳25,000.00"
Xiaomi,2022,Android 11,"6.67""",1080x2400,108MP,2160,6GB,5160mAh,"৳31,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,48MP,2160,6GB,5160mAh,"৳29,999.00"
Xiaomi,2020,Android 10,"6.67""",1080x2400,64MP,2160,6GB,5160mAh,"৳25,999.00"
Vivo,2023,Android 14,"6.78""",1260x2800,50MP,4320,16GB,5160mAh,"৳43,000.00"
Vivo,2023,Android 14,"6.78""",1260x2800,50MP,4320,16GB,5160mAh,"৳56,000.00"
Vivo,2024,Android 14,"6.78""",1260x2800,50MP,4320,8GB,5160mAh,"৳60,000.00"
Xiaomi,2022,Android 12,"6.73""",1440x3200,50MP,4320,8GB,5160mAh,"৳55,000.00"
Xiaomi,2023,Android 13,"6.67""",1440x3200,64MP,4320,8GB,5160mAh,"৳62,000.00"
Ulefone,2021,Android 11,"6.5""",1080x2400,20MP,1080,4GB,5180mAh,"৳20,000.00"
Ulefone,2021,Android 11,"5.45""",720x1440,13MP,1080,4GB,5180mAh,"৳15,000.00"
Ulefone,2022,Android 11,"5.45""",720x1440,20MP,1080,4GB,5180mAh,"৳16,000.00"
Blackview,2022,Android 12,"6.1""",720x1560,13MP,1080,4GB,5180mAh,"৳12,000.00"
Ulefone,2021,Android 11,"6.52""",720x1560,48MP,1440,8GB,5180mAh,"৳35,000.00"
Blackview,2022,Android 12,"6.5""",720x1600,13MP,1080,2GB,5180mAh,"৳15,000.00"
Blackview,2023,Android 12,"6.56""",720x1600,50MP,1080,6GB,5180mAh,"৳10,000.00"
Infinix,2021,Android 11,"6.6""",1080x2408,13MP,1440,4GB,5200mAh,"৳11,000.00"
Cubot,2023,Android 13,"6.58""",1080x2408,100MP,1080,8GB,5200mAh,"৳28,000.00"
Cubot,2023,Android 13,"6.58""",1080x2408,48MP,1080,8GB,5200mAh,"৳20,000.00"
Huawei,2024,HarmonyOS 4.2,"6.8""",1260x2844,50MP,2160,16GB,5200mAh,"৳160,000.00"
Ulefone,2021,Android 10,"6.1""",720x1560,48MP,2160,8GB,5200mAh,"৳32,000.00"
Ulefone,2021,Android 11,"6.1""",720x1560,48MP,2160,8GB,5200mAh,"৳45,000.00"
ZTE,2023,Android 13,"6.75""",720x1600,50MP,1080,4GB,5200mAh,"৳25,000.00"
Honor,2023,Android 13,"6.56""",720x1612,50MP,1080,4GB,5200mAh,"৳13,999.00"
Honor,2023,Android 13,"6.56""",720x1612,50MP,1080,4GB,5200mAh,"৳17,499.00"
Honor,2023,Android 13,"6.56""",720x1612,13MP,1080,6GB,5200mAh,"৳25,000.00"
Cubot,2023,Android 13,"6.56""",720x1612,50MP,1080,6GB,5200mAh,"৳12,000.00"
Cubot,2023,Android 13,"6.56""",720x1612,50MP,1080,6GB,5200mAh,"৳16,000.00"
Cubot,2023,Android 13,"6.56""",720x1612,50MP,1080,8GB,5200mAh,"৳20,000.00"
Infinix,2020,Android 10,"6.78""",720x1640,16MP,1080,3GB,5200mAh,"৳12,990.00"
Infinix,2020,Android 10,"6.78""",720x1640,48MP,1440,6GB,5200mAh,"৳14,990.00"
Infinix,2020,Android 10,"6.95""",720x1640,64MP,1440,6GB,5200mAh,"৳22,000.00"
Realme,2023,Android 13,"6.74""",1240x2772,50MP,2160,16GB,5240mAh,"৳57,000.00"
Xiaomi,2019,Android 9.0,"6.47""",1080x2340,108MP,2160,6GB,5260mAh,"৳41,000.00"
Xiaomi,2020,Android 10.0,"6.47""",1080x2340,64MP,2160,6GB,5260mAh,"৳39,999.00"
Xiaomi,2019,Android 9.0,"6.47""",1080x2340,108MP,2160,6GB,5260mAh,"৳38,000.00"
Xiaomi,2019,Android 9.0,"6.47""",1080x2340,108MP,2160,8GB,5260mAh,"৳44,000.00"
Ulefone,2023,Android 13,"6.78""",1080x2460,64MP,2160,12GB,5280mAh,"৳110,000.00"
Honor,2024,Android 13,"6.8""",1080x2412,108MP,1080,4GB,5330mAh,"৳30,000.00"
Ulefone,2022,Android 12,"6.58""",1080x2408,108MP,1440,8GB,5380mAh,"৳30,000.00"
Vivo,2023,Android 14,"6.78""",1260x2800,50MP,4320,16GB,5400mAh,"৳98,000.00"
Realme,2023,Android 14,"6.78""",1264x2780,50MP,2160,16GB,5400mAh,"৳74,000.00"
Honor,2024,Android 14,"6.78""",1264x2800,50MP,2160,16GB,5450mAh,"৳86,000.00"
Honor,2023,Android 13,"6.81""",1312x2848,50MP,2160,16GB,5450mAh,"৳140,000.00"
Honor,2023,Android 13,"6.81""",1312x2848,50MP,2160,8GB,5450mAh,"৳130,000.00"
Xiaomi,2018,Android 8.1,"6.9""",1080x2160,12MP,2160,6GB,5500mAh,"৳24,990.00"
Ulefone,2020,Android 9.0,"6.3""",1080x2340,48MP,2160,4GB,5500mAh,"৳19,000.00"
Ulefone,2019,Android 9.0,"6.3""",1080x2340,48MP,2160,8GB,5500mAh,"৳30,500.00"
Asus,2024,Android 14,"6.78""",1080x2400,50MP,4320,16GB,5500mAh,"৳110,000.00"
Vivo,2024,Android 14,"6.78""",1080x2400,50MP,2160,8GB,5500mAh,"৳40,000.00"
Vivo,2024,Android 14,"6.78""",1080x2400,50MP,2160,8GB,5500mAh,"৳40,000.00"
Oppo,2024,Android 14,"6.7""",1080x2412,50MP,2160,8GB,5500mAh,"৳32,000.00"
OnePlus,2024,Android 14,"6.7""",1080x2412,50MP,2160,8GB,5500mAh,"৳37,500.00"
Asus,2024,Android 14,"6.78""",1080x2448,50MP,4320,16GB,5500mAh,"৳102,000.00"
Asus,2024,Android 14,"6.78""",1080x2448,50MP,4320,24GB,5500mAh,"৳125,000.00"
Lenovo,2021,Android 11,"6.92""",1080x2460,64MP,2160,12GB,5500mAh,"৳60,000.00"
Lenovo,2021,Android 11,"6.92""",1080x2460,64MP,2160,16GB,5500mAh,"৳85,000.00"
ZTE,2023,Android 14,"6.8""",1116x2480,50MP,4320,24GB,5500mAh,"৳120,000.00"
Xiaomi,2023,Android 14,"6.67""",1220x2712,64MP,2160,16GB,5500mAh,"৳42,000.00"
OnePlus,2024,Android 14,"6.78""",1240x2772,50MP,2160,8GB,5500mAh,"৳57,000.00"
OnePlus,2024,Android 14,"6.78""",1264x2780,50MP,2160,16GB,5500mAh,"৳45,000.00"
Realme,2024,Android 14,"6.78""",1264x2780,50MP,2160,8GB,5500mAh,"৳50,000.00"
Xiaomi,2023,Android 13,"6.67""",1440x3200,64MP,4320,8GB,5500mAh,"৳58,000.00"
Xiaomi,2023,Android 13,"6.67""",1440x3200,64MP,4320,8GB,5500mAh,"৳58,000.00"
Xiaomi,2022,Android 12,"6.67""",1440x3200,48MP,2160,8GB,5500mAh,"৳34,000.00"
Xiaomi,2022,Android 12,"6.67""",1440x3200,48MP,2160,8GB,5500mAh,"৳35,000.00"
Vivo,2024,Android 14,"8.03""",2200x2480,50MP,2160,16GB,5500mAh,"৳120,000.00"
Ulefone,2021,Android 11,"6.52""",720x1600,8MP,1080,2GB,5500mAh,"৳14,000.00"
Ulefone,2022,Android 11,"6.52""",720x1600,13MP,1080,3GB,5500mAh,"৳15,000.00"
Walton,2021,Android 11,"6.82""",720x1640,13MP,1080,4GB,5500mAh,"৳13,499.00"
Ulefone,2020,Android 10,"6.1""",720x1560,16MP,1080,4GB,5580mAh,"৳12,000.00"
Ulefone,2021,Android 11,"6.1""",720x1560,16MP,1080,6GB,5580mAh,"৳15,000.00"
Lenovo,2022,Android 12,"6.92""",1080x2460,64MP,4320,12GB,5600mAh,"৳58,000.00"
Honor,2024,Android 14,"6.8""",1280x2800,180MP,2160,16GB,5600mAh,"৳100,000.00"
Honor,2024,Android 14,"6.8""",1280x2800,180MP,2160,16GB,5600mAh,"৳110,000.00"
Honor,2024,Android 14,"6.8""",1280x2800,180MP,2160,24GB,5600mAh,"৳160,000.00"
Vivo,2024,Android 14,"8.03""",2200x2480,50MP,4320,16GB,5700mAh,"৳160,000.00"
Xiaomi, ,Android 9.0,"7.2""",1080x2310,48MP,2160,6GB,5800mAh,"৳33,990.00"
Ulefone,2020,Android 10,"6.67""",1080x2400,64MP,2160,8GB,5800mAh,"৳65,000.00"
Honor,2024,Android 13,"6.78""",1220x2652,108MP,2160,16GB,5800mAh,"৳35,000.00"
Honor,2023,Android 13,"6.78""",1220x2652,108MP,2160,12GB,5800mAh,"৳41,999.00"
Honor,2024,Android 14,"6.78""",1220x2652,108MP,2160,12GB,5800mAh,"৳45,000.00"
Honor,2023,Android 13,"6.78""",1220x2700,108MP,1080,8GB,5800mAh,"৳22,000.00"
Walton,2021,Android 10,"6.52""",1080x2340,13MP,1080,2GB,6000mAh,"৳8,299.00"
Xiaomi,2020,Android 10,"6.53""",1080x2340,48MP,1080,4GB,6000mAh,"৳17,000.00"
Samsung,2024,Android 14,"6.5""",1080x2340,50MP,1080,4GB,6000mAh,"৳21,000.00"
Xiaomi,2020,Android 10,"6.53""",1080x2340,48MP,1080,4GB,6000mAh,"৳15,999.00"
Xiaomi,2021,Android 10,"6.53""",1080x2340,48MP,1080,4GB,6000mAh,"৳15,999.00"
Samsung,2024,Android 14,"6.6""",1080x2340,50MP,1080,4GB,6000mAh,"৳20,000.00"
Samsung,2021,Android 11,"6.4""",1080x2340,64MP,1080,4GB,6000mAh,"৳23,999.00"
Samsung,2020,Android 10.0,"6.4""",1080x2340,48MP,2160,4GB,6000mAh,"৳20,999.00"
Samsung,2021,Android 11,"6.4""",1080x2340,48MP,2160,4GB,6000mAh,"৳15,000.00"
Xiaomi,2020,Android 10,"6.53""",1080x2340,48MP,1080,4GB,6000mAh,"৳14,999.00"
Samsung,2023,Android 13,"6.5""",1080x2340,50MP,2160,6GB,6000mAh,"৳22,000.00"
Samsung,2020,Android 10,"6.4""",1080x2340,64MP,2160,6GB,6000mAh,"৳22,000.00"
Samsung,2020,Android 10.0,"6.4""",1080x2340,64MP,2160,6GB,6000mAh,"৳27,999.00"
Samsung,2020,Android 10,"6.4""",1080x2340,64MP,3240,6GB,6000mAh,"৳22,000.00"
Asus,2020,Android 10,"6.59""",1080x2340,64MP,2160,8GB,6000mAh,"৳59,000.00"
Asus,2021,Android 11,"6.78""",1080x2340,64MP,4320,8GB,6000mAh,"৳62,000.00"
Asus,2019,Android 9.0,"6.59""",1080x2340,48MP,2160,8GB,6000mAh,"৳52,000.00"
Asus,2020,Android 10,"6.59""",1080x2340,64MP,4320,8GB,6000mAh,"৳68,000.00"
Doogee,2022,Android 12,"6.3""",1080x2340,108MP,2160,8GB,6000mAh,"৳25,000.00"
Vivo,2023,Android 13,"6.64""",1080x2388,50MP,1080,8GB,6000mAh,"৳20,000.00"
Vivo,2023,Android 13,"6.64""",1080x2388,50MP,1080,8GB,6000mAh,"৳25,000.00"
Vivo,2023,Android 13,"6.64""",1080x2388,50MP,1080,8GB,6000mAh,"৳22,000.00"
Doogee,2023,Android 12,"6.43""",1080x2400,64MP,1440,12GB,6000mAh,"৳40,000.00"
ZTE,2022,Android 11,"6.75""",1080x2400,13MP,1080,3GB,6000mAh,"৳12,000.00"
Samsung,2019,Android 9.0,"6.4""",1080x2400,48MP,1080,4GB,6000mAh,"৳27,490.00"
Xiaomi,2021,Android 11,"6.5""",1080x2400,50MP,1080,4GB,6000mAh,"৳19,499.00"
Xiaomi,2022,Android 11,"6.5""",1080x2400,50MP,1080,4GB,6000mAh,"৳16,000.00"
Samsung,2023,Android 13,"6.5""",1080x2400,50MP,2160,6GB,6000mAh,"৳24,000.00"
Samsung,2020,Android 10,"6.5""",1080x2400,64MP,2160,6GB,6000mAh,"৳26,000.00"
Xiaomi,2020,Android 10,"6.67""",1080x2400,64MP,2160,6GB,6000mAh,"৳20,500.00"
ZTE,2021,Android 11,"6.67""",1080x2400,48MP,1080,6GB,6000mAh,"৳24,000.00"
