Brand,Released Year,OS,Display (inches),Display (pixels),Camera,Camera Resolution,RAM,Battery Capacity,Price
Coolpad,2021,Android 11,"6.58""",1080x2400,50MP,1080,6GB,4500mAh,"৳25,000.00"
Realme,2020,Android 10,"6.4""",1080x2400,64MP,1080,6GB,4500mAh,"৳27,990.00"
Realme,2020,Android 10,"6.4""",1080x2400,64MP,1080,6GB,4500mAh,"৳32,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,108MP,2160,6GB,4500mAh,"৳28,000.00"
Xiaomi,2022,Android 11,"6.67""",1080x2400,108MP,2160,6GB,4500mAh,"৳39,999.00"
Samsung,2020,Android 10.0,"6.7""",1080x2400,12MP,2160,6GB,4500mAh,"৳49,999.00"
Samsung,2022,Android 12,"6.4""",1080x2400,12MP,2160,6GB,4500mAh,"৳89,999.00"
Realme,2020,Android 10,"6.5""",1080x2400,48MP,2160,6GB,4500mAh,"৳20,000.00"
Samsung,2020,Android 10.0,"6.5""",1080x2400,48MP,2160,6GB,4500mAh,"৳40,000.00"
Samsung,2020,Android 10.0,"6.7""",1080x2400,48MP,2160,6GB,4500mAh,"৳62,000.00"
Samsung,2019,Android 9.0,"6.7""",1080x2400,48MP,2160,6GB,4500mAh,"৳36,000.00"
Realme,2022,Android 12,"6.4""",1080x2400,50MP,2160,6GB,4500mAh,"৳34,000.00"
Realme,2022,Android 12,"6.43""",1080x2400,50MP,2160,6GB,4500mAh,"৳39,990.00"
Realme,2020,Android 10,"6.55""",1080x2400,64MP,2160,6GB,4500mAh,"৳37,500.00"
Xiaomi,2019,Android 10,"6.67""",1080x2400,64MP,2160,6GB,4500mAh,"৳22,000.00"
Xiaomi,2020,Android 10,"6.67""",1080x2400,64MP,2160,6GB,4500mAh,"৳34,000.00"
Samsung,2020,Android 10,"6.7""",1080x2400,64MP,2160,6GB,4500mAh,"৳42,000.00"
Xiaomi,2020,Android 10.0,"6.67""",1080x2400,64MP,2160,6GB,4500mAh,"৳21,000.00"
Xiaomi,2020,Android 10.0,"6.67""",1080x2400,64MP,2160,6GB,4500mAh,"৳25,500.00"
Nokia,2020,Android 10.0,"6.81""",1080x2400,64MP,2160,6GB,4500mAh,"৳60,000.00"
Realme,2021,Android 11,"6.43""",1080x2400,64MP,2160,6GB,4500mAh,"৳22,000.00"
OnePlus,2022,Android 11,"6.43""",1080x2400,64MP,2160,6GB,4500mAh,"৳35,990.00"
Samsung,2021,Android 11,"6.5""",1080x2400,64MP,2160,6GB,4500mAh,"৳38,000.00"
Samsung,2021,Android 11,"6.5""",1080x2400,64MP,2160,6GB,4500mAh,"৳57,499.00"
Xiaomi,2022,Android 12,"6.67""",1080x2400,64MP,2160,6GB,4500mAh,"৳35,000.00"
Vivo,2023,Android 13,"6.38""",1080x2400,64MP,2160,6GB,4500mAh,"৳25,000.00"
Vivo,2023,Android 13,"6.38""",1080x2400,64MP,2160,6GB,4500mAh,"৳27,000.00"
Samsung,2019,Android 9.0,"6.7""",1080x2400,64MP,2160,6GB,4500mAh,"৳30,000.00"
Samsung,2020,Android 9.0,"6.7""",1080x2400,64MP,2160,6GB,4500mAh,"৳34,999.00"
Samsung,2020,Android 10,"6.5""",1080x2400,12MP,3240,6GB,4500mAh,"৳48,000.00"
Samsung,2020,Android 10,"6.5""",1080x2400,12MP,3240,6GB,4500mAh,"৳64,999.00"
ZTE,2022,Android 12,"6.67""",1080x2400,50MP,1080,6GB,4500mAh,"৳20,000.00"
OnePlus,2022,Android 11,"6.43""",1080x2400,64MP,1080,6GB,4500mAh,"৳30,000.00"
Samsung,2022,Android 12,"6.5""",1080x2400,12MP,2160,6GB,4500mAh,"৳55,000.00"
Samsung,2020,Android 10,"6.5""",1080x2400,48MP,2160,6GB,4500mAh,"৳46,000.00"
TCL,2020,Android 10,"6.67""",1080x2400,48MP,2160,6GB,4500mAh,"৳32,000.00"
TCL,2021,Android 11,"6.67""",1080x2400,48MP,2160,6GB,4500mAh,"৳60,000.00"
Xiaomi,2020,Android 10,"6.67""",1080x2400,64MP,2160,6GB,4500mAh,"৳25,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,64MP,2160,8GB,4500mAh,"৳55,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,64MP,2160,8GB,4500mAh,"৳68,000.00"
ZTE,2022,Android 12,"6.8""",1080x2400,64MP,4320,8GB,4500mAh,"৳55,000.00"
ZTE,2022,Android 12,"6.8""",1080x2400,64MP,4320,8GB,4500mAh,"৳60,000.00"
OnePlus,2020,Android 11,"6.55""",1080x2400,48MP,2160,8GB,4500mAh,"৳59,990.00"
OnePlus,2021,Android 11,"6.55""",1080x2400,48MP,2160,8GB,4500mAh,"৳38,000.00"
Vivo,2021,Android 11,"6.62""",1080x2400,48MP,2160,8GB,4500mAh,"৳40,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,48MP,2160,8GB,4500mAh,"৳40,000.00"
Vivo,2022,Android 12,"6.62""",1080x2400,48MP,2160,8GB,4500mAh,"৳53,000.00"
OnePlus,2021,Android 11,"6.43""",1080x2400,50MP,2160,8GB,4500mAh,"৳44,990.00"
OnePlus,2022,Android 11,"6.43""",1080x2400,50MP,2160,8GB,4500mAh,"৳54,990.00"
Oppo,2021,Android 11,"6.55""",1080x2400,50MP,2160,8GB,4500mAh,"৳47,000.00"
Oppo,2021,Android 11,"6.55""",1080x2400,50MP,2160,8GB,4500mAh,"৳58,000.00"
Realme,2021,Android 11,"6.55""",1080x2400,50MP,2160,8GB,4500mAh,"৳50,000.00"
Oppo,2021,Android 11,"6.55""",1080x2400,50MP,2160,8GB,4500mAh,"৳60,000.00"
OnePlus,2021,Android 11,"6.55""",1080x2400,50MP,2160,8GB,4500mAh,"৳44,000.00"
OnePlus,2021,Android 11,"6.62""",1080x2400,50MP,2160,8GB,4500mAh,"৳40,000.00"
OnePlus,2021,Android 11,"6.62""",1080x2400,50MP,2160,8GB,4500mAh,"৳39,000.00"
Vivo,2021,Android 11,"6.67""",1080x2400,50MP,2160,8GB,4500mAh,"৳32,000.00"
Oppo,2022,Android 12,"6.43""",1080x2400,50MP,2160,8GB,4500mAh,"৳35,000.00"
Xiaomi,2022,Android 12,"6.55""",1080x2400,50MP,2160,8GB,4500mAh,"৳49,000.00"
Vivo,2022,Android 12,"6.56""",1080x2400,50MP,2160,8GB,4500mAh,"৳50,000.00"
Oppo,2022,Android 12,"6.62""",1080x2400,50MP,2160,8GB,4500mAh,"৳45,000.00"
Realme,2022,Android 12,"6.7""",1080x2400,50MP,2160,8GB,4500mAh,"৳39,000.00"
Vivo,2022,Android 12,"6.78""",1080x2400,50MP,2160,8GB,4500mAh,"৳76,990.00"
Oppo,2021,Android 11,"6.43""",1080x2400,64MP,2160,8GB,4500mAh,"৳40,000.00"
Realme,2021,Android 11,"6.43""",1080x2400,64MP,2160,8GB,4500mAh,"৳35,500.00"
Realme,2021,Android 11,"6.43""",1080x2400,64MP,2160,8GB,4500mAh,"৳30,000.00"
Realme,2021,Android 11,"6.43""",1080x2400,64MP,2160,8GB,4500mAh,"৳32,500.00"
Realme,2021,Android 11,"6.43""",1080x2400,64MP,2160,8GB,4500mAh,"৳28,000.00"
Oppo,2021,Android 11,"6.43""",1080x2400,64MP,2160,8GB,4500mAh,"৳38,000.00"
Realme,2021,Android 11,"6.55""",1080x2400,64MP,2160,8GB,4500mAh,"৳35,000.00"
Oppo,2021,Android 11,"6.55""",1080x2400,64MP,2160,8GB,4500mAh,"৳49,000.00"
Xiaomi,2021,Android 11,"6.55""",1080x2400,64MP,2160,8GB,4500mAh,"৳41,000.00"
Realme, ,Android 11,"6.62""",1080x2400,64MP,2160,8GB,4500mAh,"৳45,000.00"
Xiaomi,2022,Android 12,"6.55""",1080x2400,64MP,2160,8GB,4500mAh,"৳35,000.00"
Vivo,2022,Android 12,"6.62""",1080x2400,64MP,2160,8GB,4500mAh,"৳38,000.00"
Vivo,2022,Android 12,"6.64""",1080x2400,64MP,2160,8GB,4500mAh,"৳25,000.00"
Xiaomi,2022,Android 12,"6.67""",1080x2400,64MP,2160,8GB,4500mAh,"৳68,000.00"
OnePlus,2021,Android 11,"6.7""",1080x2400,50MP,3240,8GB,4500mAh,"৳53,500.00"
Xiaomi,2021,Android 12,"6.28""",1080x2400,50MP,4320,8GB,4500mAh,"৳54,000.00"
Xiaomi,2021,Android 12,"6.28""",1080x2400,50MP,4320,8GB,4500mAh,"৳70,000.00"
Xiaomi,2022,Android 12,"6.28""",1080x2400,50MP,4320,8GB,4500mAh,"৳60,000.00"
Xiaomi,2022,Android 13,"6.36""",1080x2400,50MP,4320,8GB,4500mAh,"৳103,000.00"
Motorola,2024,Android 14,"6.7""",1080x2400,50MP,4320,8GB,4500mAh,"৳46,000.00"
Vivo,2020,Android 10.0,"6.44""",1080x2400,48MP,1080,8GB,4500mAh,"৳27,000.00"
Vivo,2019,Android 9.0,"6.44""",1080x2400,48MP,1080,8GB,4500mAh,"৳28,000.00"
Vivo,2020,Android 9.0,"6.44""",1080x2400,48MP,1080,8GB,4500mAh,"৳30,000.00"
Oppo,2022,Android 11,"6.43""",1080x2400,64MP,1080,8GB,4500mAh,"৳35,000.00"
Oppo,2022,Android 11,"6.43""",1080x2400,64MP,1080,8GB,4500mAh,"৳27,990.00"
Oppo,2022,Android 11,"6.43""",1080x2400,64MP,1080,8GB,4500mAh,"৳35,000.00"
Oppo,2022,Android 11,"6.43""",1080x2400,64MP,1080,8GB,4500mAh,"৳35,000.00"
Oppo,2022,Android 12,"6.43""",1080x2400,64MP,1080,8GB,4500mAh,"৳37,990.00"
Oppo,2022,Android 12,"6.43""",1080x2400,64MP,1080,8GB,4500mAh,"৳35,000.00"
Oppo,2022,Android 12,"6.43""",1080x2400,64MP,1080,8GB,4500mAh,"৳35,000.00"
Oppo,2022,Android 12,"6.43""",1080x2400,64MP,1080,8GB,4500mAh,"৳35,000.00"
Oppo,2022,Android 12,"6.43""",1080x2400,64MP,1080,8GB,4500mAh,"৳29,990.00"
Infinix,2022,Android 12,"6.7""",1080x2400,108MP,1440,8GB,4500mAh,"৳35,000.00"
Infinix,2021,Android 11,"6.67""",1080x2400,108MP,2160,8GB,4500mAh,"৳40,000.00"
Infinix,2022,Android 12,"6.8""",1080x2400,200MP,2160,8GB,4500mAh,"৳50,000.00"
Samsung,2019,Android 9.0,"6.7""",1080x2400,32MP,2160,8GB,4500mAh,"৳38,990.00"
Vivo,2020,Android 10,"6.44""",1080x2400,48MP,2160,8GB,4500mAh,"৳28,000.00"
Vivo,2020,Android 10.0,"6.44""",1080x2400,48MP,2160,8GB,4500mAh,"৳35,990.00"
Vivo,2020,Android 10.0,"6.44""",1080x2400,48MP,2160,8GB,4500mAh,"৳27,000.00"
Oppo,2021,Android 11,"6.43""",1080x2400,48MP,2160,8GB,4500mAh,"৳32,000.00"
Oppo,2022,Android 11,"6.43""",1080x2400,48MP,2160,8GB,4500mAh,"৳28,000.00"
Oppo,2022,Android 12,"6.4""",1080x2400,50MP,2160,8GB,4500mAh,"৳38,000.00"
Xiaomi,2023,Android 12,"6.55""",1080x2400,50MP,2160,8GB,4500mAh,"৳49,999.00"
Samsung,2020,Android 10,"6.7""",1080x2400,64MP,2160,8GB,4500mAh,"৳47,000.00"
Realme,2021,Android 11,"6.43""",1080x2400,64MP,2160,8GB,4500mAh,"৳25,000.00"
Oppo,2022,Android 11,"6.43""",1080x2400,64MP,2160,8GB,4500mAh,"৳32,000.00"
Oppo,2022,Android 11,"6.43""",1080x2400,64MP,2160,8GB,4500mAh,"৳50,000.00"
Vivo,2023,Android 13,"6.38""",1080x2400,64MP,2160,8GB,4500mAh,"৳35,000.00"
Realme,2021,Android 11,"6.4""",1080x2400 ,108MP,2160,6GB,4500mAh,"৳27,990.00"
Vivo,2022,Android 12,"6.44""",1080x2404,64MP,2160,8GB,4500mAh,"৳47,999.00"
Vivo,2022,Android 12,"6.44""",1080x2404,64MP,2160,8GB,4500mAh,"৳34,999.00"
Coolpad,2022,Android 11,"6.58""",1080x2408,50MP,1080,4GB,4500mAh,"৳15,000.00"
Nokia,2022,Android 12,"6.58""",1080x2408,50MP,1080,4GB,4500mAh,"৳35,000.00"
ZTE,2023,Android 12,"6.6""",1080x2408,50MP,1080,4GB,4500mAh,"৳15,999.00"
Vivo,2020,Android 10.0,"6.57""",1080x2408,48MP,2160,6GB,4500mAh,"৳33,000.00"
Vivo,2023,Android 13,"6.38""",1080x2408,64MP,1080,6GB,4500mAh,"৳30,000.00"
Vivo,2020,Android 10,"6.57""",1080x2408,48MP,2160,6GB,4500mAh,"৳33,000.00"
ZTE,2022,Android 12,"6.6""",1080x2408,50MP,1080,6GB,4500mAh,"৳30,000.00"
Vivo,2021,Android 11,"6.57""",1080x2408,48MP,2160,8GB,4500mAh,"৳30,000.00"
Vivo, ,Android 11,"6.58""",1080x2408,48MP,1080,8GB,4500mAh,"৳22,000.00"
ZTE,2023,Android 13,"6.6""",1080x2408,50MP,1080,8GB,4500mAh,"৳21,499.00"
Samsung,2021,Android 11,"6.6""",1080x2408,64MP,2160,8GB,4500mAh,"৳30,000.00"
Honor,2023,Android 13,"6.7""",1080x2412,108MP,1080,12GB,4500mAh,"৳25,000.00"
OnePlus,2022,Android 12,"6.7""",1080x2412,50MP,2160,12GB,4500mAh,"৳50,000.00"
OnePlus,2022,Android 12,"6.7""",1080x2412,50MP,2160,12GB,4500mAh,"৳50,000.00"
Oppo,2022,Android 13,"6.7""",1080x2412,50MP,2160,16GB,4500mAh,"৳64,000.00"
OnePlus,2022,Android 12,"6.59""",1080x2412,64MP,2160,6GB,4500mAh,"৳31,990.00"
Oppo,2022,Android 13,"6.7""",1080x2412,64MP,1080,8GB,4500mAh,"৳55,000.00"
OnePlus,2022,Android 12,"6.7""",1080x2412,50MP,2160,8GB,4500mAh,"৳39,000.00"
Oppo,2022,Android 12,"6.7""",1080x2412,50MP,2160,8GB,4500mAh,"৳62,500.00"
Honor,2023,Android 13,"6.7""",1080x2412,108MP,1080,8GB,4500mAh,"৳30,999.00"
Infinix,2020,Android 10,"6.85""",1080x2460,48MP,2160,8GB,4500mAh,"৳20,000.00"
Infinix,2020,Android 10,"6.85""",1080x2460,64MP,2160,8GB,4500mAh,"৳22,000.00"
Tecno,2020,Android 10,"6.9""",1080x2460,64MP,2160,8GB,4500mAh,"৳27,990.00"
Infinix,2021,Android 11,"6.67""",1080x2460,64MP,2160,8GB,4500mAh,"৳35,000.00"
Sony,2021,Android 11,"6.0""",1080x2520,12MP,2160,6GB,4500mAh,"৳40,000.00"
Sony,2021,Android 11,"6.0""",1080x2520,12MP,2160,6GB,4500mAh,"৳50,000.00"
Sony,2021,Android 11,"6.1""",1080x2520,12MP,2160,8GB,4500mAh,"৳90,000.00"
Huawei,2019,Android 10,"6.53""",1176x2400,40MP,2160,8GB,4500mAh,"৳64,000.00"
Huawei,2019,Android 10,"6.53""",1176x2400,40MP,2160,8GB,4500mAh,"৳99,999.00"
Honor,2022,Android 12,"6.78""",1200x2652,54MP,2160,8GB,4500mAh,"৳55,000.00"
Huawei,2022,HarmonyOS 2.0,"6.67""",1200x2652,50MP,2160,8GB,4500mAh,"৳55,000.00"
Huawei,2023,HarmonyOS 3.0,"6.78""",1200x2652,50MP,2160,8GB,4500mAh,"৳73,000.00"
Samsung,2020,Android 8.0,"5.1""",1440x2560,12MP,1080,4GB,4500mAh,"৳93,000.00"
Meizu,2021,Android 11,"6.7""",1440x2960,50MP,3240,8GB,4500mAh,"৳70,000.00"
Samsung,2019,Android 9.0,"6.7""",1440x3040,16MP,2160,8GB,4500mAh,"৳68,000.00"
Samsung,2020,Android 10,"6.9""",1440x3088,108MP,4320,8GB,4500mAh,"৳134,999.00"
Samsung,2020,Android 10,"6.9""",1440x3088,108MP,4320,8GB,4500mAh,"৳89,000.00"
Samsung,2020,Android 10.0,"6.7""",1440x3200,64MP,4320,12GB,4500mAh,"৳78,000.00"
Samsung,2021,Android 11,"6.7""",1440x3200,64MP,2160,6GB,4500mAh,"৳55,000.00"
Meizu,2021,Android 11,"6.7""",1440x3200,50MP,4320,8GB,4500mAh,"৳65,000.00"
Vivo,2021,Android 11,"6.78""",1440x3200,50MP,4320,8GB,4500mAh,"৳68,000.00"
Vivo,2021,Android 11,"6.78""",1440x3200,50MP,4320,8GB,4500mAh,"৳75,000.00"
Samsung,2020,Android 10.0,"6.7""",1440x3200,64MP,2160,8GB,4500mAh,"৳99,999.00"
Oppo, ,Android 12,"6.7""",1440x3216,50MP,2160,8GB,4500mAh,"৳85,000.00"
Oppo,2021,Android 11,"6.7""",1440x3216,50MP,2160,8GB,4500mAh,"৳100,000.00"
Nothing,2022,Android 12,"6.55""",1440x3216,50MP,2160,8GB,4500mAh,"৳66,990.00"
Nothing,2022,Android 12,"6.55""",1440x3216,50MP,2160,8GB,4500mAh,"৳66,990.00"
Oppo,2021,Android 11,"6.7""",1440x3216,50MP,2160,8GB,4500mAh,"৳65,000.00"
Sony,2021,Android 11,"6.5""",1644x3840,12MP,2160,12GB,4500mAh,"৳138,000.00"
Sony,2021,Android 11,"6.5""",1644x3840,12MP,2160,12GB,4500mAh,"৳180,000.00"
Samsung,2020,Android 10,"7.6""",1768x2208,12MP,2160,12GB,4500mAh,"৳266,999.00"
Oppo,2021,Android 11,"7.1""",1792x1920,50MP,2160,8GB,4500mAh,"৳110,000.00"
Xiaomi,2022,Android 12,"8.02""",1914x2160,50MP,4320,12GB,4500mAh,"৳165,000.00"
Honor,2023,Android 13,"7.71""",2016x2348,50MP,2160,16GB,4500mAh,"৳90,000.00"
Huawei,2019,Android 9.0,"8.0""",2038x2480,40MP,2160,8GB,4500mAh,"৳270,000.00"
Huawei,2020,Android 10,"8.0""",2200x2480,40MP,2160,8GB,4500mAh,"৳100,000.00"
Huawei,2021,Android 10,"8.0""",2200x2480,50MP,2160,8GB,4500mAh,"৳240,000.00"
Huawei,2021,HarmonyOS 2.0,"8.0""",2200x2480,50MP,2160,8GB,4500mAh,"৳230,000.00"
LG,2018,Android 8.1,"5.5""",720x1280,13MP,1080,2GB,4500mAh,"৳17,000.00"
Nokia,2020,Android 10,"6.5""",720x1600,13MP,1080,2GB,4500mAh,"৳13,000.00"
Ulefone,2022,Android 12,"6.52""",720x1600,13MP,1080,3GB,4500mAh,"৳12,000.00"
TCL,2021,Android 11,"6.52""",720x1600,13MP,1080,4GB,4500mAh,"৳20,000.00"
TCL,2022,Android 11,"6.52""",720x1600,13MP,1080,4GB,4500mAh,"৳18,000.00"
T-Mobile,2022,Android 12,"6.52""",720x1600,13MP,1080,4GB,4500mAh,"৳20,000.00"
Ulefone,2020,Android 10,"6.52""",720x1600,16MP,1080,4GB,4500mAh,"৳9,000.00"
T-Mobile,2023,Android 13,"6.52""",720x1600,50MP,1080,4GB,4500mAh,"৳25,000.00"
Ulefone,2021,Android 11,"6.55""",720x1600,48MP,1080,8GB,4500mAh,"৳15,000.00"
ZTE,2022,Android 12,"6.67""",1080x2400,64MP,2160,8GB,4510mAh,"৳30,000.00"
OnePlus,2020,Android 10.0,"6.78""",1440x3120,48MP,2160,8GB,4510mAh,"৳94,990.00"
Xiaomi,2021,Android 11,"6.67""",1080x2340,108MP,3240,12GB,4520mAh,"৳50,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,48MP,2160,6GB,4520mAh,"৳36,500.00"
Xiaomi,2020,Android 10,"6.57""",1080x2400,48MP,2160,6GB,4520mAh,"৳27,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,48MP,2160,6GB,4520mAh,"৳39,999.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,48MP,2160,6GB,4520mAh,"৳30,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,64MP,3240,6GB,4520mAh,"৳46,000.00"
Xiaomi,2020,Android 10,"6.57""",1080x2400,48MP,2160,8GB,4520mAh,"৳28,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,108MP,3240,8GB,4520mAh,"৳44,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2400,108MP,3240,8GB,4520mAh,"৳30,500.00"
HTC,2022,Android 12,"6.6""",1080x2412,64MP,1080,8GB,4520mAh,"৳50,000.00"
Huawei,2024,HarmonyOS 4.0,"6.94""",1136x2690,50MP,2160,16GB,4520mAh,"৳120,000.00"
Oppo,2022,Android 13,"7.1""",1792x1920,50MP,2160,16GB,4520mAh,"৳185,000.00"
Sharp,2023,Android 12,"6.1""",1080x2432,50MP,2160,6GB,4570mAh,"৳45,000.00"
Google,2023,Android 14,"6.2""",1080x2400,50MP,2160,8GB,4575mAh,"৳64,000.00"
Nokia, ,Android 13,"6.67""",1080x2400,64MP,2160,6GB,4600mAh,"৳60,000.00"
ZTE,2021,Android 11,"6.67""",1080x2400,64MP,4320,8GB,4600mAh,"৳70,000.00"
HTC,2023,Android 13,"6.7""",1080x2400,108MP,2160,8GB,4600mAh,"৳99,500.00"
Vivo,2022,Android 11,"6.62""",1080x2400,50MP,2160,8GB,4600mAh,"৳32,000.00"
Vivo,2022,Android 13,"6.78""",1080x2400,50MP,2160,8GB,4600mAh,"৳40,000.00"
Vivo,2022,Android 13,"6.78""",1080x2400,50MP,2160,8GB,4600mAh,"৳45,000.00"
Vivo,2023,Android 13,"6.78""",1080x2400,50MP,2160,8GB,4600mAh,"৳48,000.00"
Vivo,2023,Android 13,"6.78""",1080x2400,50MP,2160,8GB,4600mAh,"৳54,999.00"
Vivo,2023,Android 13,"6.78""",1080x2400,50MP,2160,8GB,4600mAh,"৳35,000.00"
Honor,2022,Android 12,"6.67""",1080x2400,64MP,2160,8GB,4600mAh,"৳35,000.00"
Oppo,2023,Android 13,"6.7""",1080x2400,64MP,2160,8GB,4600mAh,"৳45,000.00"
Motorola,2022,Android 13,"6.67""",1080x2400,50MP,4320,8GB,4600mAh,"৳80,000.00"
Motorola,2023,Android 13,"6.7""",1080x2400,50MP,4320,8GB,4600mAh,"৳110,000.00"
Vivo,2023,Android 13,"6.78""",1080x2400,64MP,1080,8GB,4600mAh,"৳34,000.00"
Vivo,2023,Android 13,"6.62""",1080x2400,64MP,2160,8GB,4600mAh,"৳32,999.00"
Vivo,2023,Android 13,"6.62""",1080x2400,64MP,2160,8GB,4600mAh,"৳35,000.00"
Vivo,2023,Android 13,"6.78""",1080x2400,64MP,2160,8GB,4600mAh,"৳38,000.00"
Oppo,2023,Android 13,"6.7""",1080x2412,50MP,2160,12GB,4600mAh,"৳60,000.00"
Oppo,2024,Android 14,"6.7""",1080x2412,50MP,2160,12GB,4600mAh,"৳55,000.00"
Infinix,2024,Android 14,"6.78""",1080x2436,108MP,1440,12GB,4600mAh,"৳38,000.00"
Realme,2023,Android 13,"6.74""",1240x2772,50MP,2160,16GB,4600mAh,"৳85,000.00"
Oppo,2023,Android 13,"6.74""",1240x2772,50MP,2160,16GB,4600mAh,"৳65,000.00"
Realme,2023,Android 13,"6.74""",1240x2772,50MP,2160,24GB,4600mAh,"৳72,000.00"
Realme,2023,Android 13,"6.74""",1240x2772,50MP,2160,8GB,4600mAh,"৳70,000.00"
Vivo,2023,Android 13,"6.78""",1260x2800,50MP,2160,12GB,4600mAh,"৳45,000.00"
Vivo,2023,Android 13,"6.78""",1260x2800,50MP,2160,8GB,4600mAh,"৳40,000.00"
Vivo,2023,Android 13,"6.78""",1260x2800,50MP,2160,8GB,4600mAh,"৳50,000.00"
Vivo,2023,Android 13,"6.78""",1260x2800,50MP,2160,8GB,4600mAh,"৳55,000.00"
Vivo,2023,Android 13,"6.78""",1260x2800,50MP,2160,8GB,4600mAh,"৳56,999.00"
Honor,2022,Android 12,"6.81""",1312x2848,64MP,2160,12GB,4600mAh,"৳120,000.00"
Honor,2022,Android 12,"6.81""",1312x2848,64MP,2160,8GB,4600mAh,"৳85,000.00"
Honor,2021,Android 11,"6.76""",1344x2772,108MP,2160,12GB,4600mAh,"৳150,000.00"
Honor,2021,Android 11,"6.76""",1344x2772,108MP,2160,8GB,4600mAh,"৳110,000.00"
Honor,2021,Android 11,"6.76""",1344x2772,108MP,2160,8GB,4600mAh,"৳90,000.00"
Xiaomi,2022,Android 12,"6.73""",1440x3200,64MP,3240,8GB,4600mAh,"৳70,000.00"
Xiaomi,2021,Android 11,"6.81""",1440x3200,108MP,4320,8GB,4600mAh,"৳74,000.00"
Xiaomi,2021,Android 12,"6.73""",1440x3200,50MP,4320,8GB,4600mAh,"৳99,999.00"
Vivo,2022,Android 12,"8.03""",1916x2160,50MP,2160,12GB,4600mAh,"৳130,000.00"
HTC,2023,Android 12,"6.82""",720x1640,13MP,1080,8GB,4600mAh,"৳16,000.00"
Motorola,2022,Android 12,"6.7""",1080x2400,200MP,4320,8GB,4610mAh,"৳55,000.00"
Xiaomi,2023,Android 14,"6.36""",1200x2670,50MP,4320,8GB,4610mAh,"৳95,000.00"
Google,2021,Android 12,"6.4""",1080x2340,50MP,2160,8GB,4614mAh,"৳44,000.00"
Nokia,2021,Android 11,"6.67""",1080x2400,48MP,1080,4GB,4630mAh,"৳48,000.00"
Xiaomi,2022,Android 12,"6.67""",1080x2400,108MP,2160,8GB,4650mAh,"৳75,000.00"
Xiaomi,2022,Android 12,"6.67""",1080x2400,64MP,2160,8GB,4650mAh,"৳50,000.00"
Google,2021,Android 11,"6.34""",1080x2400,12MP,2160,6GB,4680mAh,"৳43,500.00"
Xiaomi,2022,Android 12,"6.67""",1080x2340,64MP,2160,8GB,4700mAh,"৳51,000.00"
Tecno,2021,Android 11,"6.7""",1080x2340,50MP,2160,8GB,4700mAh,"৳37,000.00"
Samsung,2023,Android 13,"6.6""",1080x2340,50MP,4320,8GB,4700mAh,"৳80,000.00"
Vivo,2022,Android 12,"6.78""",1080x2376,50MP,2160,8GB,4700mAh,"৳80,000.00"
Meizu,2023,Android 13,"6.55""",1080x2400,50MP,4320,16GB,4700mAh,"৳50,000.00"
Xiaomi,2020,Android 10,"6.67""",1080x2400,64MP,4320,6GB,4700mAh,"৳39,500.00"
Xiaomi,2020,Android 10.0,"6.67""",1080x2400,64MP,4320,6GB,4700mAh,"৳46,500.00"
Vivo,2022,Android 12,"6.78""",1080x2400,50MP,2160,8GB,4700mAh,"৳69,000.00"
Vivo,2022,Android 12,"6.78""",1080x2400,50MP,2160,8GB,4700mAh,"৳62,000.00"
Vivo,2022,Android 12,"6.78""",1080x2400,50MP,2160,8GB,4700mAh,"৳55,000.00"
Vivo,2022,Android 12,"6.78""",1080x2400,50MP,2160,8GB,4700mAh,"৳55,000.00"
Nothing,2023,Android 13,"6.7""",1080x2400,50MP,2160,8GB,4700mAh,"৳68,000.00"
Vivo,2022,Android 12,"6.62""",1080x2400,64MP,2160,8GB,4700mAh,"৳40,000.00"
Vivo,2022,Android 12,"6.62""",1080x2400,64MP,2160,8GB,4700mAh,"৳28,000.00"
Vivo,2022,Android 12,"6.62""",1080x2400,64MP,2160,8GB,4700mAh,"৳41,000.00"
Xiaomi,2022,Android 12,"6.67""",1080x2400,64MP,2160,8GB,4700mAh,"৳62,000.00"
Xiaomi,2020,Android 10.0,"6.67""",1080x2400,64MP,4320,8GB,4700mAh,"৳60,000.00"
BLU,2023,Android 13,"6.78""",1080x2400,50MP,2160,8GB,4700mAh,"৳30,000.00"
Vivo,2022,Android 12,"6.44""",1080x2404,64MP,1080,6GB,4700mAh,"৳35,000.00"
Vivo,2022,Android 12,"6.44""",1080x2404,64MP,1080,6GB,4700mAh,"৳30,000.00"
Vivo,2022,Android 11,"6.44""",1080x2404,50MP,2160,8GB,4700mAh,"৳30,000.00"
Vivo,2022,Android,"6.44""",1080x2404,64MP,1080,8GB,4700mAh,"৳30,000.00"
